EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
1647,22,Female,Human Resources,Single,Human Resources,Human Resources,Travel_Rarely,12,5,2.0,56,2,3,3.0,4,No,23,4,9,4,3.0,15,11,3,4,Yes,3
1648,42,Female,Human Resources,Single,Sales,Manufacturing Director,Travel_Frequently,13,4,2.0,58,1,1,1.0,0,No,20,2,33,0,1.0,1,3,3,9,No,2
1649,19,Female,Technical Degree,Divorced,Human Resources,Research Scientist,Non-Travel,2,5,1.0,44,3,4,1.0,1,No,16,4,23,3,2.0,15,9,9,4,Yes,2
1650,27,Male,Marketing,Married,Research & Development,Research Director,Non-Travel,2,1,,75,1,5,4.0,8,Yes,23,3,16,4,3.0,13,11,1,11,No,3
1651,47,Female,Life Sciences,Married,Human Resources,Manufacturing Director,Travel_Rarely,15,3,1.0,30,3,1,1.0,7,No,22,2,31,6,3.0,17,7,13,0,No,2
1652,22,Female,Medical,Single,Sales,Human Resources,Travel_Rarely,23,4,4.0,89,1,5,1.0,7,Yes,13,3,10,6,1.0,5,2,7,12,No,2
1653,50,Male,Other,Divorced,Finance,Manufacturing Director,Travel_Frequently,29,2,1.0,86,1,1,2.0,9,Yes,19,2,33,3,4.0,6,7,5,7,No,3
1654,18,Female,Life Sciences,Divorced,Research & Development,Research Director,Travel_Frequently,17,1,4.0,32,3,3,3.0,0,Yes,20,4,23,4,3.0,12,5,11,9,No,3
1655,35,Male,Technical Degree,Single,Sales,Human Resources,Travel_Rarely,7,2,1.0,47,2,4,4.0,5,No,18,3,4,4,2.0,1,3,2,12,No,2
1656,49,Female,Other,Married,Human Resources,Human Resources,Non-Travel,28,3,3.0,81,2,3,4.0,8,Yes,18,4,28,3,3.0,14,13,14,4,No,2
1657,28,Female,Medical,Married,Development,Manufacturing Director,Travel_Frequently,14,2,4.0,89,2,4,1.0,7,No,18,2,33,5,4.0,16,6,0,2,No,4
1658,38,Male,Medical,Married,Data Science,Sales Executive,Travel_Rarely,12,1,2.0,63,1,5,2.0,2,Yes,21,3,15,1,2.0,12,14,11,2,No,2
1659,43,Male,Marketing,Single,Sales,Laboratory Technician,Travel_Rarely,17,1,,89,4,1,1.0,3,Yes,19,1,24,4,4.0,6,13,10,3,No,3
1660,42,Female,Other,Married,Human Resources,Human Resources,Non-Travel,14,3,2.0,55,1,2,1.0,2,Yes,15,3,7,6,1.0,0,10,2,11,No,3
1661,39,Female,Marketing,Single,Research & Development,Manufacturing Director,Travel_Rarely,6,1,1.0,48,4,2,4.0,5,No,11,4,28,5,3.0,2,12,7,6,No,2
1662,44,Female,Life Sciences,Single,Sales,Healthcare Representative,Travel_Rarely,19,3,2.0,51,4,4,1.0,8,No,11,1,24,0,2.0,19,4,3,4,No,2
1663,30,Male,Human Resources,Divorced,Sales,Sales Representative,Travel_Frequently,24,3,2.0,62,2,4,1.0,7,No,20,1,22,5,4.0,17,4,2,0,Yes,3
1664,50,Female,Human Resources,Married,Data Science,Healthcare Representative,Travel_Rarely,6,1,1.0,67,4,3,2.0,9,No,13,2,33,3,1.0,6,8,12,13,No,2
1665,51,Male,Human Resources,Single,Human Resources,Manufacturing Director,Travel_Rarely,27,5,1.0,64,1,2,4.0,3,Yes,18,1,2,5,2.0,16,12,10,11,No,2
1666,58,Male,Other,Married,Development,Research Scientist,Travel_Frequently,18,3,2.0,96,1,3,3.0,1,Yes,12,1,29,1,3.0,11,2,3,12,No,2
1667,52,Female,Human Resources,Married,Research & Development,Research Scientist,Non-Travel,24,1,2.0,39,2,5,2.0,7,No,15,2,33,3,3.0,15,9,10,4,Yes,2
1668,18,Male,Life Sciences,Divorced,Human Resources,Manufacturing Director,Non-Travel,5,5,,44,3,2,2.0,7,No,11,3,31,2,4.0,9,14,14,13,No,2
1669,38,Female,Marketing,Married,Research & Development,Human Resources,Travel_Frequently,24,3,4.0,40,1,5,2.0,5,No,24,4,28,0,2.0,15,3,3,4,No,4
1670,23,Female,Other,Divorced,Sales,Research Director,Travel_Frequently,24,5,4.0,53,4,1,4.0,7,No,10,3,8,6,1.0,19,4,1,5,No,2
1671,45,Female,Marketing,Single,Data Science,Laboratory Technician,Non-Travel,6,4,3.0,33,1,3,1.0,8,Yes,21,1,1,2,1.0,17,0,3,13,No,3
1672,34,Female,Other,Married,Data Science,Human Resources,Non-Travel,2,4,4.0,42,1,4,,0,No,14,4,6,5,1.0,14,6,10,6,No,2
1673,22,Female,Marketing,Single,Finance,Healthcare Representative,Non-Travel,8,5,4.0,86,1,2,4.0,8,No,17,3,4,4,4.0,10,7,11,4,No,3
1674,48,Male,Medical,Married,Development,Laboratory Technician,Non-Travel,15,3,1.0,66,3,3,1.0,1,Yes,19,4,7,5,1.0,17,14,8,14,No,2
1675,22,Male,Marketing,Single,Data Science,Healthcare Representative,Non-Travel,15,1,3.0,77,4,4,2.0,0,No,19,1,31,6,2.0,5,5,3,12,No,3
1676,55,Female,Human Resources,Married,Sales,Manufacturing Director,Travel_Frequently,11,2,3.0,30,2,1,4.0,7,Yes,11,3,17,6,4.0,0,8,11,10,No,2
1677,20,Female,Medical,Married,Development,Research Director,Travel_Rarely,22,1,4.0,89,1,2,1.0,7,No,19,4,17,4,3.0,6,2,0,13,No,3
1678,40,Male,Marketing,Married,Human Resources,Healthcare Representative,Non-Travel,22,2,1.0,41,4,5,3.0,3,Yes,18,4,15,2,4.0,11,1,0,1,Yes,3
1679,54,Male,Other,Married,Data Science,Research Director,Non-Travel,24,2,1.0,50,4,1,3.0,7,No,21,3,20,2,4.0,19,4,0,13,No,4
1680,54,Male,Other,Married,Development,Human Resources,Travel_Rarely,1,3,3.0,40,2,4,1.0,6,No,17,3,9,4,4.0,3,12,13,1,No,3
1681,27,Male,Other,Married,Sales,Manufacturing Director,Travel_Rarely,18,5,1.0,73,1,2,4.0,1,No,12,1,3,1,2.0,9,8,4,12,No,2
1682,27,Female,Technical Degree,Married,Finance,Sales Representative,Travel_Rarely,12,1,2.0,87,3,2,2.0,4,No,10,2,7,0,3.0,1,10,5,3,Yes,1
1683,36,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,12,5,4.0,73,4,1,1.0,9,No,13,4,18,3,3.0,8,0,11,0,Yes,2
1684,34,Male,Other,Married,Research & Development,Manager,Travel_Rarely,25,4,2.0,63,2,2,2.0,3,Yes,17,3,8,2,4.0,9,0,5,6,No,3
1685,38,Female,Medical,Single,Sales,Research Director,Travel_Rarely,11,3,3.0,54,3,4,3.0,2,No,12,3,29,0,4.0,19,9,5,12,No,3
1686,31,Male,Other,Divorced,Sales,Sales Representative,Travel_Frequently,28,3,3.0,33,4,1,1.0,0,Yes,19,3,16,3,4.0,10,2,8,0,No,3
1687,26,Female,Technical Degree,Married,Research & Development,Sales Representative,Travel_Rarely,8,4,1.0,93,1,5,3.0,4,Yes,21,4,14,5,2.0,13,9,0,2,No,3
1688,18,Male,Human Resources,Divorced,Finance,Research Director,Travel_Rarely,28,1,1.0,45,4,1,2.0,9,Yes,11,1,3,3,2.0,2,2,9,9,No,2
1689,30,Female,Medical,Married,Development,Sales Representative,Travel_Frequently,7,4,3.0,39,3,1,2.0,7,Yes,16,2,5,2,1.0,0,4,5,6,No,2
1690,21,Male,Technical Degree,Married,Research & Development,Healthcare Representative,Travel_Rarely,23,1,3.0,95,3,5,1.0,8,No,13,4,15,1,3.0,6,3,12,10,No,2
1691,18,Male,Human Resources,Single,Sales,Sales Representative,Non-Travel,21,2,2.0,64,1,4,1.0,6,No,15,1,25,1,1.0,3,5,7,11,No,2
1692,57,Female,Medical,Single,Data Science,Laboratory Technician,Non-Travel,2,3,2.0,35,1,3,1.0,0,No,14,4,22,0,1.0,6,11,7,11,No,2
1693,49,Male,Marketing,Divorced,Human Resources,Healthcare Representative,Travel_Rarely,11,1,1.0,48,2,3,3.0,0,No,11,4,12,5,4.0,15,7,11,5,No,1
1694,51,Female,Life Sciences,Single,Finance,Sales Representative,Travel_Frequently,22,5,2.0,88,1,5,2.0,0,Yes,19,3,16,0,2.0,9,7,14,14,No,2
1695,45,Female,Life Sciences,Single,Finance,Human Resources,Non-Travel,10,5,1.0,82,2,4,2.0,1,Yes,11,1,26,4,1.0,14,14,14,14,No,1
1696,48,Male,Technical Degree,Divorced,Data Science,Research Scientist,Travel_Frequently,3,3,1.0,37,3,2,3.0,0,Yes,23,3,21,1,1.0,15,10,2,6,No,3
1697,25,Female,Human Resources,Single,Data Science,Manufacturing Director,Non-Travel,20,4,4.0,39,3,5,1.0,3,No,18,3,18,0,1.0,5,3,12,4,Yes,2
1698,56,Female,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,29,4,1.0,96,4,3,4.0,9,No,20,1,34,4,4.0,3,0,4,7,Yes,3
1699,43,Female,Human Resources,Divorced,Research & Development,Sales Executive,Travel_Frequently,10,1,2.0,67,4,4,1.0,8,No,19,3,12,5,4.0,3,12,9,5,No,3
1700,51,Female,Human Resources,Divorced,Development,Research Scientist,Travel_Frequently,28,4,3.0,58,2,1,4.0,3,No,11,3,13,6,2.0,3,13,3,11,Yes,2
1701,20,Female,Technical Degree,Married,Finance,Human Resources,Travel_Frequently,27,3,3.0,44,1,4,4.0,3,Yes,17,2,30,3,1.0,16,13,11,3,No,2
1702,29,Male,Technical Degree,Single,Finance,Sales Representative,Non-Travel,18,1,2.0,52,1,4,3.0,6,No,17,1,1,0,1.0,12,6,0,13,Yes,3
1703,18,Female,Technical Degree,Divorced,Data Science,Sales Representative,Non-Travel,14,2,3.0,75,4,3,2.0,8,No,10,1,13,4,2.0,1,5,8,10,No,2
1704,22,Female,Life Sciences,Divorced,Research & Development,Manager,Non-Travel,18,4,1.0,57,3,3,2.0,6,Yes,10,3,8,1,2.0,19,4,4,0,No,2
1705,47,Female,Technical Degree,Married,Finance,Laboratory Technician,Travel_Rarely,28,4,3.0,55,2,2,2.0,0,Yes,22,3,9,3,2.0,5,3,1,1,Yes,3
1706,47,Female,Life Sciences,Married,Development,Laboratory Technician,Non-Travel,24,1,2.0,39,3,2,2.0,0,No,13,1,6,0,3.0,0,5,11,11,No,2
1707,34,Female,Technical Degree,Single,Data Science,Research Scientist,Travel_Rarely,8,5,3.0,76,3,5,3.0,3,No,11,1,27,1,2.0,7,7,1,5,No,3
1708,40,Male,Other,Divorced,Development,Manager,Travel_Frequently,10,4,1.0,33,1,1,4.0,3,Yes,21,4,24,6,4.0,17,5,10,3,No,3
1709,32,Female,Human Resources,Single,Research & Development,Manufacturing Director,Travel_Frequently,22,3,1.0,84,2,2,2.0,0,No,24,1,27,3,3.0,3,2,6,2,No,3
1710,54,Male,Technical Degree,Single,Finance,Healthcare Representative,Travel_Rarely,13,4,2.0,95,3,3,4.0,5,Yes,10,4,1,2,2.0,4,8,3,6,Yes,2
1711,38,Male,Medical,Married,Human Resources,Laboratory Technician,Non-Travel,21,2,2.0,96,4,4,3.0,9,Yes,18,3,16,1,4.0,4,2,0,6,No,4
1712,31,Male,Human Resources,Divorced,Finance,Manager,Travel_Rarely,8,4,2.0,36,4,5,1.0,1,No,22,2,3,2,2.0,14,3,4,1,No,3
1713,19,Male,Human Resources,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,4,5,4.0,84,1,2,3.0,4,Yes,12,2,12,5,2.0,9,12,1,7,No,2
1714,28,Female,Technical Degree,Divorced,Finance,Research Director,Travel_Frequently,27,4,4.0,60,4,4,2.0,7,No,23,4,17,0,3.0,7,4,14,14,No,3
1715,56,Male,Marketing,Married,Finance,Human Resources,Travel_Rarely,4,1,1.0,48,4,4,1.0,2,No,23,3,2,6,4.0,6,10,6,14,Yes,4
1716,55,Male,Technical Degree,Married,Sales,Manufacturing Director,Non-Travel,5,4,,57,3,2,3.0,8,No,23,3,32,4,1.0,11,1,14,10,No,3
1717,51,Female,Human Resources,Married,Finance,Human Resources,Non-Travel,1,5,4.0,57,4,1,3.0,6,No,10,3,23,0,2.0,10,10,8,0,No,2
1718,55,Female,Medical,Married,Finance,Sales Representative,Travel_Rarely,17,1,3.0,48,4,1,4.0,8,Yes,11,1,7,1,3.0,12,9,12,10,No,2
1719,51,Female,Human Resources,Married,Development,Laboratory Technician,Travel_Rarely,2,3,4.0,49,3,5,3.0,0,No,17,3,34,2,4.0,14,14,0,9,No,4
1720,35,Male,Medical,Divorced,Human Resources,Sales Representative,Non-Travel,8,1,3.0,42,1,1,1.0,4,No,14,1,1,2,2.0,16,10,11,6,No,2
1721,47,Female,Life Sciences,Single,Development,Sales Executive,Travel_Frequently,7,2,2.0,72,1,5,3.0,2,Yes,20,4,32,3,1.0,17,9,1,9,Yes,3
1722,32,Female,Other,Divorced,Development,Laboratory Technician,Travel_Rarely,15,1,3.0,40,2,3,2.0,3,No,16,2,11,0,4.0,7,1,10,11,No,2
1723,44,Male,Human Resources,Single,Data Science,Manager,Non-Travel,26,3,3.0,77,4,2,4.0,3,No,15,4,21,0,4.0,5,5,5,0,No,3
1724,51,Female,Technical Degree,Married,Sales,Manufacturing Director,Non-Travel,25,4,2.0,44,3,4,1.0,6,No,22,3,12,1,3.0,10,14,7,12,No,3
1725,55,Female,Life Sciences,Single,Development,Sales Representative,Travel_Frequently,5,1,2.0,46,2,5,1.0,9,No,10,3,9,2,2.0,8,13,6,11,No,2
1726,50,Female,Other,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,2,1,1.0,83,1,1,3.0,7,Yes,15,4,16,1,2.0,4,1,8,14,No,2
1727,41,Female,Technical Degree,Divorced,Research & Development,Sales Executive,Travel_Frequently,7,1,1.0,79,1,5,2.0,9,Yes,20,1,4,1,4.0,6,9,13,13,No,2
1728,32,Male,Marketing,Single,Finance,Human Resources,Travel_Frequently,8,1,1.0,57,3,5,4.0,4,No,16,1,8,5,2.0,14,0,1,2,Yes,3
1729,47,Female,Technical Degree,Married,Data Science,Manager,Travel_Frequently,28,3,1.0,33,2,1,1.0,9,Yes,13,1,12,2,4.0,3,7,11,2,No,2
1730,59,Female,Medical,Married,Sales,Research Director,Travel_Rarely,7,5,3.0,51,2,1,4.0,6,Yes,17,2,22,1,1.0,18,9,8,9,No,2
1731,34,Male,Medical,Divorced,Sales,Laboratory Technician,Non-Travel,7,5,3.0,68,3,2,3.0,2,Yes,17,2,29,2,3.0,12,13,3,13,No,3
1732,22,Female,Marketing,Single,Finance,Research Director,Travel_Rarely,28,1,1.0,63,3,4,2.0,2,Yes,16,3,3,1,2.0,0,9,10,1,No,2
1733,46,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,14,3,4.0,73,2,2,3.0,2,No,20,4,20,4,2.0,0,12,14,13,No,2
1734,21,Female,Other,Married,Human Resources,Manufacturing Director,Travel_Rarely,21,3,1.0,71,1,2,4.0,3,Yes,24,4,8,1,3.0,13,0,2,9,No,3
1735,27,Male,Technical Degree,Divorced,Data Science,Laboratory Technician,Travel_Rarely,18,1,4.0,69,4,1,3.0,5,No,11,3,6,1,1.0,8,9,6,12,No,2
1736,34,Male,Medical,Married,Finance,Sales Executive,Travel_Rarely,6,2,2.0,41,1,1,4.0,4,No,15,1,15,6,1.0,11,13,4,4,No,2
1737,27,Male,Life Sciences,Single,Data Science,Sales Representative,Travel_Frequently,4,1,3.0,31,3,4,1.0,7,Yes,15,2,22,4,1.0,17,5,12,3,No,2
1738,34,Male,Marketing,Divorced,Research & Development,Research Scientist,Travel_Frequently,10,2,3.0,57,2,5,1.0,4,No,21,4,22,0,1.0,8,11,4,12,No,3
1739,37,Female,Human Resources,Divorced,Research & Development,Manufacturing Director,Non-Travel,18,1,4.0,96,2,2,3.0,4,Yes,24,3,30,2,1.0,7,13,11,5,No,3
1740,41,Male,Medical,Single,Human Resources,Human Resources,Travel_Rarely,12,2,1.0,39,4,4,1.0,9,No,21,1,4,6,4.0,13,0,12,1,No,3
1741,22,Female,Marketing,Divorced,Human Resources,Manager,Non-Travel,16,2,3.0,86,2,2,4.0,1,No,16,1,5,3,2.0,8,7,1,13,No,3
1742,51,Male,Technical Degree,Married,Sales,Research Director,Travel_Frequently,25,1,4.0,66,4,5,1.0,4,Yes,15,2,0,4,2.0,19,13,5,3,Yes,3
1743,23,Male,Other,Married,Data Science,Research Scientist,Travel_Frequently,7,2,2.0,93,1,2,2.0,6,No,11,2,27,6,2.0,1,4,5,11,No,2
1744,19,Male,Medical,Single,Data Science,Sales Representative,Travel_Frequently,6,4,2.0,69,1,3,2.0,1,Yes,17,3,17,0,4.0,0,2,11,6,No,2
1745,30,Female,Medical,Married,Research & Development,Manager,Travel_Rarely,28,5,3.0,89,2,4,3.0,5,No,24,3,23,1,3.0,12,4,3,0,No,4
1746,28,Male,Technical Degree,Single,Sales,Human Resources,Travel_Rarely,5,3,1.0,77,2,1,3.0,6,No,13,1,12,5,1.0,9,14,4,12,No,2
1747,40,Female,Human Resources,Single,Finance,Sales Representative,Travel_Frequently,3,2,4.0,48,3,2,3.0,4,Yes,18,1,32,0,3.0,7,12,6,10,No,3
1748,33,Female,Life Sciences,Married,Data Science,Sales Executive,Non-Travel,12,2,3.0,62,3,4,3.0,8,Yes,17,4,9,4,1.0,6,0,13,2,No,2
1749,48,Female,Other,Single,Sales,Research Director,Non-Travel,15,3,,73,2,4,4.0,3,Yes,23,1,6,5,1.0,11,0,7,0,No,3
1750,28,Female,Medical,Married,Sales,Laboratory Technician,Travel_Frequently,10,2,1.0,66,2,2,4.0,9,No,12,3,31,1,3.0,16,11,5,1,No,2
1751,33,Female,Other,Divorced,Research & Development,Research Scientist,Non-Travel,26,3,4.0,65,1,1,2.0,0,Yes,12,2,21,0,,11,13,4,8,No,2
1752,25,Female,Medical,Divorced,Sales,Laboratory Technician,Travel_Frequently,20,1,,50,2,1,4.0,7,Yes,17,3,15,3,4.0,15,3,11,9,No,2
1753,21,Female,Other,Single,Human Resources,Manager,Non-Travel,19,4,4.0,31,3,2,1.0,7,Yes,11,4,23,2,3.0,9,8,2,4,No,3
1754,57,Female,Marketing,Married,Human Resources,Laboratory Technician,Travel_Frequently,16,4,1.0,60,1,4,2.0,6,Yes,18,4,13,2,2.0,11,13,6,12,No,2
1755,21,Female,Medical,Married,Development,Healthcare Representative,Non-Travel,28,5,1.0,59,4,1,3.0,7,No,13,2,10,4,1.0,10,8,7,3,Yes,2
1756,42,Male,Other,Divorced,Research & Development,Manager,Travel_Rarely,11,2,2.0,73,3,2,3.0,1,No,24,3,18,6,2.0,13,0,2,11,No,3
1757,20,Male,Life Sciences,Divorced,Finance,Research Director,Travel_Frequently,8,5,1.0,41,3,2,4.0,2,No,15,4,22,1,1.0,19,2,4,3,No,2
1758,49,Male,Marketing,Married,Development,Sales Representative,Travel_Frequently,3,1,3.0,80,1,2,2.0,8,No,12,3,33,1,1.0,12,12,10,7,Yes,2
1759,20,Male,Marketing,Single,Human Resources,Research Director,Non-Travel,23,4,4.0,78,4,4,4.0,0,No,12,4,12,2,2.0,1,11,1,11,No,3
1760,44,Male,Life Sciences,Divorced,Development,Laboratory Technician,Travel_Frequently,7,1,1.0,53,3,1,4.0,7,No,12,2,27,0,1.0,19,3,9,2,No,1
1761,46,Female,Other,Single,Research & Development,Manufacturing Director,Travel_Frequently,23,1,1.0,53,2,4,4.0,7,Yes,20,4,15,1,4.0,6,1,9,14,No,3
1762,49,Female,Technical Degree,Single,Research & Development,Manager,Travel_Frequently,29,2,3.0,89,3,3,2.0,6,No,22,3,27,3,2.0,0,6,11,11,No,3
1763,36,Female,Life Sciences,Divorced,Sales,Sales Representative,Travel_Rarely,7,1,4.0,40,1,1,3.0,4,Yes,19,3,3,3,3.0,2,2,3,11,No,3
1764,38,Female,Other,Single,Data Science,Human Resources,Travel_Rarely,14,4,4.0,42,1,4,1.0,3,Yes,21,4,27,1,1.0,19,0,11,3,No,2
1765,22,Female,Life Sciences,Single,Sales,Sales Executive,Non-Travel,2,5,2.0,93,1,1,3.0,9,Yes,23,1,11,1,1.0,11,0,3,1,No,3
1766,35,Female,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,10,4,2.0,49,3,3,2.0,9,Yes,23,2,15,2,4.0,4,2,11,5,No,3
1767,45,Female,Medical,Single,Human Resources,Research Director,Non-Travel,19,2,4.0,57,4,5,3.0,9,No,23,2,19,4,4.0,11,5,12,11,No,4
1768,59,Male,Other,Married,Finance,Manager,Travel_Rarely,26,4,3.0,31,2,2,3.0,9,No,21,4,25,2,3.0,2,3,7,8,No,3
1769,39,Male,Technical Degree,Divorced,Human Resources,Manufacturing Director,Non-Travel,9,3,3.0,72,1,4,1.0,5,No,11,4,25,4,,19,0,2,11,No,2
1770,38,Male,Medical,Divorced,Sales,Laboratory Technician,Travel_Rarely,16,5,2.0,37,4,3,3.0,0,Yes,17,1,21,3,3.0,4,6,4,3,No,3
1771,23,Male,Life Sciences,Married,Finance,Laboratory Technician,Travel_Rarely,19,3,1.0,42,2,3,3.0,4,No,18,2,8,4,3.0,0,1,10,10,No,2
1772,18,Female,Human Resources,Divorced,Research & Development,Manager,Non-Travel,18,3,3.0,64,1,1,3.0,3,No,24,1,4,2,1.0,15,11,4,5,Yes,3
1773,22,Female,Life Sciences,Single,Human Resources,Research Director,Travel_Frequently,9,2,1.0,52,2,1,4.0,3,No,17,2,16,1,3.0,8,4,1,3,No,3
1774,58,Female,Life Sciences,Single,Research & Development,Sales Representative,Travel_Frequently,16,1,3.0,75,2,2,2.0,6,No,24,4,33,4,3.0,9,7,8,13,No,3
1775,29,Male,Other,Single,Finance,Sales Executive,Travel_Rarely,13,3,4.0,44,4,1,2.0,8,No,19,2,1,2,4.0,9,6,3,1,No,4
1776,43,Female,Other,Divorced,Finance,Manager,Non-Travel,10,4,2.0,31,2,4,1.0,7,No,12,2,6,3,4.0,12,10,8,12,Yes,2
1777,51,Female,Medical,Single,Human Resources,Sales Representative,Travel_Frequently,25,1,1.0,90,1,4,4.0,7,Yes,16,2,12,5,3.0,15,11,8,13,No,2
1778,31,Female,Technical Degree,Divorced,Research & Development,Sales Representative,Non-Travel,20,4,1.0,93,4,4,,4,Yes,20,1,19,4,1.0,19,7,1,5,No,3
1779,43,Male,Medical,Single,Development,Human Resources,Travel_Frequently,14,4,4.0,81,3,5,3.0,5,No,19,1,29,3,4.0,3,12,8,11,No,3
1780,44,Female,Marketing,Married,Research & Development,Healthcare Representative,Non-Travel,12,1,3.0,65,3,4,2.0,1,Yes,11,2,29,3,3.0,13,9,8,6,No,2
1781,26,Male,Life Sciences,Divorced,Finance,Sales Executive,Travel_Rarely,25,1,,96,4,1,1.0,2,Yes,13,3,10,0,2.0,16,13,1,3,No,2
1782,43,Male,Human Resources,Divorced,Research & Development,Research Scientist,Non-Travel,19,4,3.0,98,3,1,4.0,4,No,21,1,30,5,2.0,4,10,10,11,No,3
1783,39,Male,Life Sciences,Single,Sales,Manufacturing Director,Travel_Frequently,7,2,4.0,96,2,4,3.0,1,Yes,22,4,2,4,3.0,12,5,12,10,No,3
1784,47,Male,Life Sciences,Divorced,Development,Healthcare Representative,Travel_Rarely,23,5,2.0,76,1,3,1.0,2,No,23,4,1,2,2.0,2,6,5,6,No,3
1785,34,Female,Medical,Divorced,Data Science,Human Resources,Non-Travel,15,5,1.0,31,2,3,4.0,3,Yes,22,2,2,4,4.0,4,8,8,12,No,3
1786,43,Male,Human Resources,Married,Sales,Sales Executive,Travel_Frequently,16,2,3.0,73,4,3,1.0,5,No,15,4,14,4,1.0,15,5,3,10,No,3
1787,53,Male,Human Resources,Married,Data Science,Laboratory Technician,Travel_Rarely,27,1,1.0,93,1,2,4.0,4,Yes,20,1,16,5,3.0,18,8,1,7,No,3
1788,18,Female,Human Resources,Single,Human Resources,Healthcare Representative,Non-Travel,8,4,3.0,57,4,5,1.0,9,Yes,14,3,6,6,4.0,18,14,6,10,No,3
1789,25,Female,Medical,Married,Data Science,Laboratory Technician,Travel_Frequently,10,5,3.0,83,4,4,4.0,3,Yes,22,3,4,3,1.0,16,12,14,2,Yes,3
1790,52,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Non-Travel,4,4,3.0,96,4,2,4.0,1,Yes,18,3,33,3,2.0,17,11,8,14,No,3
1791,32,Female,Medical,Single,Data Science,Laboratory Technician,Non-Travel,19,2,4.0,65,2,3,1.0,4,No,19,4,32,3,2.0,17,1,5,1,No,3
1792,39,Male,Other,Single,Finance,Manufacturing Director,Travel_Rarely,19,4,2.0,92,1,4,4.0,4,Yes,13,2,15,3,2.0,7,12,10,4,No,2
1793,31,Male,Other,Divorced,Sales,Sales Executive,Travel_Rarely,28,2,1.0,54,1,2,4.0,6,No,14,4,2,5,2.0,17,1,10,1,No,1
1794,43,Male,Medical,Married,Sales,Research Director,Travel_Frequently,21,1,2.0,77,1,1,4.0,0,No,13,2,20,2,4.0,8,13,13,9,No,2
1795,45,Male,Human Resources,Single,Data Science,Manufacturing Director,Travel_Rarely,27,2,3.0,68,2,3,1.0,3,Yes,23,3,7,1,4.0,18,1,3,4,No,4
1796,40,Female,Life Sciences,Married,Sales,Sales Representative,Travel_Frequently,15,2,3.0,76,3,2,1.0,4,Yes,22,1,21,0,1.0,9,5,0,9,No,4
1797,31,Male,Medical,Single,Finance,Research Scientist,Non-Travel,14,5,2.0,50,2,1,4.0,7,No,23,4,4,6,3.0,1,1,3,14,No,4
1798,41,Female,Medical,Married,Sales,Research Scientist,Non-Travel,1,4,2.0,59,2,3,4.0,7,Yes,17,1,16,6,1.0,16,2,2,12,Yes,3
1799,19,Female,Medical,Married,Data Science,Manager,Travel_Frequently,16,5,1.0,60,4,5,1.0,0,No,22,3,13,3,3.0,12,12,6,5,No,3
1800,43,Female,Marketing,Single,Development,Research Scientist,Non-Travel,10,3,3.0,55,1,3,3.0,4,Yes,17,2,27,3,2.0,10,7,10,7,No,2
1801,31,Female,Other,Divorced,Development,Manager,Travel_Rarely,19,2,2.0,51,1,5,4.0,9,No,24,1,30,0,2.0,15,7,12,5,No,3
1802,24,Male,Human Resources,Married,Human Resources,Research Scientist,Non-Travel,22,3,4.0,50,3,5,3.0,0,Yes,12,4,16,3,2.0,19,10,10,3,Yes,3
1803,20,Female,Technical Degree,Divorced,Sales,Manufacturing Director,Travel_Rarely,3,5,3.0,30,3,5,,0,Yes,10,1,34,1,2.0,6,11,9,2,No,2
1804,40,Male,Human Resources,Divorced,Data Science,Sales Representative,Travel_Frequently,5,4,,66,4,4,4.0,1,No,15,1,21,6,4.0,2,3,4,13,No,2
1805,35,Female,Technical Degree,Single,Sales,Research Director,Travel_Frequently,9,5,1.0,75,1,4,3.0,1,No,11,4,28,4,1.0,15,8,11,13,Yes,1
1806,55,Female,Marketing,Single,Research & Development,Laboratory Technician,Non-Travel,18,4,4.0,38,3,5,1.0,8,No,11,2,9,0,3.0,18,7,2,1,Yes,3
1807,52,Male,Medical,Single,Finance,Human Resources,Non-Travel,11,4,1.0,46,3,1,3.0,3,Yes,12,4,17,6,3.0,19,0,13,12,No,2
1808,32,Male,Marketing,Married,Sales,Research Scientist,Travel_Rarely,16,1,4.0,76,1,5,2.0,2,Yes,17,3,34,2,4.0,15,7,1,0,No,3
1809,42,Male,Marketing,Single,Sales,Research Director,Travel_Rarely,2,2,1.0,88,2,2,1.0,0,Yes,12,2,15,6,2.0,1,0,12,1,No,1
